Food_Item_ID,foodcode,foodname,Protein (g),Total Fat (g), Carbohydrate (g), Energy (kcal)
6613,58164540,"Rice and gravy, white rice",2.43,2.08,20.48,112
6614,58164840,"Rice and gravy, brown rice",2.3799,2.2799,17.8298,101
3395,58175110,Tabbouleh (bulgar with tomatoes and parsley),1.6398,9.3498,9.6898,123
3396,58200100,"Wrap sandwich, filled with chicken, vegetables, and rice",9.65,4.7199,18.37,155
3397,58200200,"Wrap sandwich, filled with vegetables and rice (vegetarian wrap)",3.31,4.8098,19.9499,135
3398,58200250,"Wrap sandwich, filled with vegetables (vegetarian wrap)",3.1099,5.95,14.02,120
3399,58200300,"Wrap sandwich, filled with chicken, vegetables, rice, and cheese",9.16,5.6699,18.42,162
3400,58301020,Lasagna with cheese and sauce (diet frozen meal),5.8098,5.0099,17.5798,137
6615,58301050,Lasagna with cheese and meat sauce (diet frozen meal),7.61,4.21,12.56,118
6616,58301080,"Lasagna with cheese and meat sauce, reduced fat and sodium (diet frozen meal)",6.2698,2.81,16.41,116
3401,58301110,Vegetable lasagna (frozen meal),5.2999,7.83,14.38,147
3402,58301150,Zucchini lasagna (diet frozen meal),5.6799,3.22,12.51,100
3403,58302000,Macaroni and cheese (diet frozen meal),6.19,3.94,17.01,130
6617,58302050,Beef and noodles with meat sauce and cheese (diet frozen meal),9.4298,4.7999,13.08,134
3404,58302060,"Spaghetti with beef in tomato-based sauce, lowfat, reduced sodium (diet frozen meal)",5.0499,1.01,15.24,90
3405,58302080,Noodles with vegetables in tomato-based sauce (diet frozen meal),3.6499,1.56,10.3599,67
3406,58303100,"Rice, with broccoli, cheese sauce (frozen side dish)",3.77,4.12,16.96,119
6618,58304020,"Spaghetti and meatballs with tomato sauce, sliced apples, bread (frozen meal)",7.62,3.71,16.4499,130
3407,58304050,Spaghetti with meat and mushroom sauce (diet frozen meal),6.1299,2.7999,16.4499,115
3408,58304060,Spaghetti with meat sauce (diet frozen meal),5.0499,1.01,15.24,90
3409,58304200,"Ravioli, cheese-filled, with tomato sauce (diet frozen meal)",6.8898,4.1299,12.16,112
3410,58304220,Rigatoni with meat sauce and cheese (diet frozen meal),6.29,3.73,8.58,92
3411,58304230,"Ravioli, cheese-filled, with vegetable and fruit (frozen meal)",2.7,3.1,17.32,103
6619,58304250,"Manicotti, cheese-filled, with tomato sauce (diet frozen meal)",7.49,5.5998,10.8599,124
6620,58304300,"Cannelloni, cheese-filled, with tomato sauce (diet frozen meal)",7.25,4.8098,10.68,115
6621,58304400,Linguini with vegetables and seafood in white wine sauce (diet frozen meal),8.0099,3.95,11.7898,115
3412,58305250,Pasta with vegetable and cheese sauce (diet frozen meal),5.23,2.85,15.96,109
3413,58306020,"Beef enchilada, chili gravy, rice, refried beans (frozen meal)",5.08,4.12,16.64,124
6622,58306070,Cheese enchilada (frozen meal),8.5198,8.31,20.71,193
3414,58306100,Chicken enchilada (diet frozen meal),10.96,6.32,11.6,146
6623,58306200,Chicken fajitas (diet frozen meal),8.88,2.6099,15.72,123
6624,58306500,Chicken burritos (diet frozen meal),9.47,4.1699,24.4698,174
3415,58310210,Sausage and french toast (frozen meal),11.5299,11.22,18.8,224
3416,58310310,Pancakes and sausage (frozen meal),8.8598,13.6999,27.7198,270
3417,58401010,Barley soup,1.4498,0.78,2.9199,24
3418,58402010,Beef noodle soup,1.95,1.25,3.6299,34
6625,58402020,"Beef dumpling soup, homemade",3.97,1.11,10.08,66
3419,58402030,Beef rice soup,3.97,1.11,10.08,66
3420,58402100,"Beef noodle soup, home recipe",7.1699,2.3599,4.5998,70
3421,58403010,Chicken noodle soup,1.31,0.98,3.0499,26
3422,58403030,"Chicken noodle soup, canned, low sodium, ready-to-serve",1.27,0.95,2.95,25
3423,58403040,"Chicken noodle soup, home recipe",5.6799,1.82,4.9299,59
3424,58403050,"Chicken noodle soup, cream of",2.93,1.9198,5.44,51
3425,58403060,"Chicken noodle soup, canned, reduced sodium, ready-to-serve",3.29,1.34,3.8399,41
3426,58404010,Chicken rice soup,0.92,0.78,5.7999,34
3427,58404030,"Chicken or turkey rice soup, home recipe",5.3498,1.6398,5.66,60
3428,58404040,"Chicken rice soup, canned, reduced sodium, prepared with water or ready-to-serve",0.8,0.6,3.6099,28
6626,58404050,"Chicken and rice soup, canned, reduced sodium, prepared with milk",2.4399,1.55,6.0099,53
3429,58404500,Matzo ball soup,2.6099,2.0299,7.74,60
3430,58404510,Chicken soup with dumplings and potatoes,2.3199,2.29,2.5,40
3431,58404520,Chicken soup with dumplings,2.2999,2.2599,2.47,40
3432,58406010,Turkey noodle soup,1.6,0.82,3.54,28
3433,58406020,"Turkey noodle soup, home recipe",8.64,1.22,3.3599,61
6627,58407010,"Noodle soup, instant",1.03,0.44,4.1699,25
3434,58407030,"Soup, mostly noodles (Ramen, Cup Noodles)",1.55,2.68,9.1699,67
3435,58407035,"Soup, mostly noodles, reduced fat, reduced sodium (Ramen)",1.6598,0.38,10.7898,53
6628,58407050,"Noodle soup, instant, with egg, shrimp or chicken",1.55,2.68,9.1699,67
3436,58408010,Won ton (wonton) soup,2.08,0.26,5.25,32
3437,58408500,"Noodle soup with vegetables, Asian style",1.9098,1.2,13.1099,71
6629,58409000,"Fish ball noodle soup, with shrimp and Chinese broccoli",4.58,1.6799,10.07,75
3438,58421080,"Tortilla soup, Mexican style ",4.8498,7.62,7.49,117
6630,59003000,"Seitan, fried",11.2799,7.04,61.8699,334
5428,59999998,"Quinoa, dry",13.1999,5.7599,63.8999,360
3439,59999999,"Quinoa, cooked (no fat or salt added)",4.3799,1.9098,21.21,120
3440,61100500,"Calamondin, raw",0.81,0.31,13.34,53
3441,61101010,"Grapefruit, raw",0.63,0.1,8.08,32
3442,61101220,"Grapefruit, canned or frozen, unsweetened",0.58,0.1,9.15,36
3443,61101230,"Grapefruit, canned or frozen, in light syrup",0.56,0.1,15.44,60
3444,61104010,"Grapefruit and orange sections, raw",0.77,0.11,9.6898,39
3445,61104220,"Grapefruit & orange sections, cooked, canned, or frozen, unsweetened",0.53,0.07,6.6799,27
3446,61104230,"Grapefruit & orange sections, cooked, canned, or frozen, in light syrup",0.59,0.09,15.35,60
3447,61110010,"Kumquat, raw",1.8798,0.86,15.9,71
3448,61110230,"Kumquat, cooked or canned, in syrup",1.26,0.58,23.6498,98
3449,61113010,"Lemon, raw",1.1,0.3,9.32,29
5622,61113020,Lemon peel ,1.5,0.3,16,47
3450,61113500,Lemon pie filling,4.7199,6.5598,69.01,345
3451,61116010,"Lime, raw",0.7,0.2,10.5398,30
5764,61116050,Lime peel,1.5,0.3,16,47
3452,61119010,"Orange, raw",0.94,0.12,11.75,47
3453,61119020,"Orange, sections, canned, juice pack",0.85,0.13,11.5,47
3454,61119100,Orange peel,1.5,0.3,16,47
3455,61122320,"Orange, mandarin, canned or frozen, juice pack",0.62,0.03,9.57,37
3456,61122330,"Orange, mandarin, canned or frozen, in light syrup",0.45,0.1,16.19,61
3457,61122350,"Orange, mandarin, canned or frozen, drained",0.75,0.04,9.41,38
3458,61125000,"Tangelo, raw",0.94,0.12,11.75,47
3459,61125010,"Tangerine, raw",0.81,0.31,13.34,53
3460,61201010,"Grapefruit juice, freshly squeezed",0.5,0.1,9.1998,39
3461,61201220,"Grapefruit juice, canned, bottled or in a carton",0.52,0.1,8.96,38
3462,61201620,"Grapefruit juice, frozen (reconstituted with water)",0.55,0.13,9.66,41
3463,61204010,"Lemon juice, freshly squeezed",0.35,0.24,6.9,22
3464,61204200,"Lemon juice, canned or bottled",0.4,0.29,6.48,21
3465,61204600,"Lemon juice, frozen",0.46,0.32,6.5,22
3466,61207010,"Lime juice, freshly squeezed",0.42,0.07,8.4199,25
3467,61207200,"Lime juice, canned or bottled",0.25,0.23,6.69,21
3468,61207600,"Lime juice, frozen",0.42,0.07,8.4199,25
3469,61210010,"Orange juice, freshly squeezed",0.7,0.2,10.4,45
3470,61210220,"Orange juice, carton, can, or bottle",0.68,0.12,11.5398,49
3471,61210250,"Orange juice, calcium added, carton, can, or bottle",0.68,0.12,11.27,47
3472,61210620,"Orange juice, frozen (reconstituted with water)",0.68,0.06,10.9,45
3473,61210720,"Orange juice, frozen, not reconstituted",2.39,0.21,38.17,159
3474,61210820,"Orange juice, frozen, calcium added (reconstituted with water)",0.68,0.12,11.27,47
3475,61213220,"Tangerine juice, canned",0.5,0.2,10.1,43
3476,61213620,"Tangerine juice, frozen (reconstituted with water)",0.5,0.2,10.1,43
3477,61213800,"Fruit juice blend, including citrus, 100% juice",0.41,0.08,12.1999,51
3478,61213900,"Fruit juice blend, including citrus, 100% juice, with calcium added",0.68,0.12,11.27,47
3479,62101050,"Fruit mix, dried (apples, apricots, dates, papaya, peaches, pears, pineapples, prunes, raisins)",2.1899,0.43,64.81,244
3480,62101100,"Apple, dried, uncooked",0.93,0.32,65.89,243
3481,62101150,"Apple, dried, uncooked, low sodium",0.93,0.32,65.89,243
3482,62101220,"Apple, dried, cooked, unsweetened",0.22,0.07,15.32,57
3483,62101230,"Apple, dried, cooked, with sugar",0.2,0.06,23.09,87
3484,62101300,Apple chips,1.04,21.66,73.7,460
3485,62104100,"Apricot, dried, uncooked",3.39,0.51,62.64,241
3486,62104220,"Apricot, dried, cooked, unsweetened",1.2,0.18,22.1498,85
3487,62104230,"Apricot, dried, cooked, with sugar",1.09,0.16,29.2898,113
6631,62105000,"Blueberries, dried",2.5,2.5,80,317
3488,62107100,"Banana flakes, dehydrated",3.89,1.81,88.28,346
3489,62107200,Banana chips,2.2999,33.6,58.3999,519
3490,62108100,"Currant, dried",4.08,0.27,74.0798,283
3491,62109100,"Cranberries, dried",0.07,1.37,82.3598,308
3492,62110100,Date,2.45,0.39,75.03,282
3493,62113100,"Fig, dried, uncooked",3.2999,0.93,63.8699,249
3494,62113220,"Fig, dried, cooked, unsweetened",1.4198,0.4,27.57,107
3495,62113230,"Fig, dried, cooked, with sugar",1.3,0.36,33.9399,132
3496,62114000,"Lychee, dried (lychee nuts)",3.7999,1.2,70.7,277
3497,62114050,"Mango, dried",2.3799,1.1,75.7399,299
3498,62114110,"Papaya, dried",3.1099,1.72,71.6598,285
3499,62116100,"Peach, dried, uncooked",3.6099,0.76,61.3299,239
3500,62116220,"Peach, dried, cooked, unsweetened",1.1598,0.25,19.69,77
3501,62116230,"Peach, dried, cooked, with sugar",1.05,0.23,27.0598,105
3502,62119100,"Pear, dried, uncooked",1.87,0.63,69.7,262
3503,62119220,"Pear, dried, cooked, unsweetened",0.91,0.31,33.81,127
3504,62119230,"Pear, dried, cooked, with sugar",0.83,0.28,39.88,151
3505,62120100,"Pineapple, dried",2.7599,0.61,66.9398,255
3506,62121100,"Plum, dried, salted (crack seed)",2.83,0.49,82.8199,311
3507,62122100,"Prune, dried, uncooked",2.18,0.38,63.88,240
3508,62122220,"Prune, dried, cooked, unsweetened",0.96,0.16,28.0798,107
3509,62122230,"Prune, dried, cooked, with sugar",0.87,0.14,34.68,133
3510,62125100,Raisin,3.0699,0.46,79.18,299
3511,62125110,"Raisin, cooked",1.4298,0.21,57.38,219
3512,62126000,"Tamarind pulp, dried, sweetened ",2.52,0.54,66.25,254
5429,62199999,Allspice,6.0899,8.6898,72.12,263
3513,63101000,"Apple, raw",0.26,0.17,13.81,52
3514,63101120,"Apple, stewed, unsweetened",0.17,0.1,11.27,42
3515,63101130,"Apple, stewed, with sugar",0.16,0.17,17.4898,68
3516,63101140,"Apple, stewed, with low calorie sweetener",0.17,0.1,11.27,42
3517,63101150,"Applesauce, with strawberry",0.2,0.18,18.3599,72
3518,63101210,"Apple, cooked or canned, with syrup",0.18,0.43,16.84,67
3519,63101320,"Apple, baked, unsweetened",0.28,0.18,14.85,56
3520,63101330,"Apple, baked, with sugar",0.25,0.16,24.7898,95
3521,63101410,"Apple rings, fried",0.27,5.33,19.35,119
3522,63101420,"Apple, pickled",0.18,0.12,32.1,126
3523,63101500,"Apple, fried, with margarine",0.25,5.9199,24.09,143
3524,63101500,"Apple, fried, with butter",0.302,5.977,24.032,143.097
3525,63101500,"Apple, fried, with vegetable oil",0.242,7.0659,24.0889,152.955
3526,63103010,"Apricot, raw",1.3998,0.39,11.1198,48
3527,63103120,"Apricot, cooked or canned, unsweetened",0.71,0.16,6.3898,27
3528,63103130,"Apricot, cooked or canned, in heavy syrup",0.53,0.08,21.4698,83
3529,63103140,"Apricot, cooked or canned, in light syrup",0.53,0.05,16.4898,63
3530,63103150,"Apricot, cooked or canned, drained solids",0.64,0.11,21.3098,83
3531,63103170,"Apricot, cooked or canned, juice pack",0.63,0.04,12.34,48
3532,63105010,"Avocado, raw",2,14.66,8.5298,160
3533,63107010,"Banana, raw",1.09,0.33,22.84,89
3534,63107070,"Banana, Chinese, raw",1.09,0.33,22.84,89
6632,63107080,"Banana, red, raw",1.09,0.33,22.84,89
6633,63107090,"Banana, red, fried",1.1398,6.41,23.9898,147
3535,63107110,"Banana, baked",1.22,0.38,32.5499,127
3536,63107210,"Banana, ripe, fried, with vegetable oil",1.1398,6.41,23.9898,147
3537,63107210,"Banana, ripe, fried, with butter",1.2,5.4599,23.94,138
3538,63107310,"Banana, ripe, boiled",1.09,0.33,22.84,89
3539,63107410,"Banana, batter-dipped, fried",2.7599,14.01,29.18,247
3540,63109010,"Cantaloupe, raw",0.84,0.19,8.16,34
3541,63109610,"Cantaloupe, frozen (balls)",0.84,0.19,8.16,34
3542,63109700,"Carambola (starfruit), raw",1.04,0.33,6.73,31
3543,63109750,"Carambola (starfruit), cooked, with sugar",1.11,0.35,11.84,51
3544,63110010,"Cassaba melon, raw",1.11,0.1,6.58,28
3545,63111010,"Cherries, maraschino",0.22,0.21,41.9699,165
3546,63113010,"Cherries, sour, red, raw",1,0.3,12.18,50
3547,63113030,Cherry pie filling,0.6,0.85,28.66,120
3548,63113050,"Cherry pie filling, low calorie",0.82,0.16,11.98,53
3549,63113110,"Cherries, sour, red, cooked, unsweetened",0.77,0.1,8.9398,36
3550,63115010,"Cherries, sweet, raw (Queen Anne, Bing)",1.06,0.2,16.01,63
3551,63115120,"Cherries, sweet, cooked, unsweetened",0.77,0.13,11.76,46
3552,63115130,"Cherries, sweet, cooked or canned, in heavy syrup",0.6,0.15,21.27,83
3553,63115140,"Cherries, sweet, cooked or canned, in light syrup",0.61,0.15,17.2898,67
3554,63115150,"Cherries, sweet, cooked or canned, drained solids",0.73,0.21,21.07,83
3555,63115170,"Cherries, sweet, cooked or canned, juice pack",0.91,0.02,13.81,54
3556,63115200,"Cherries, frozen",0.92,0.44,11.02,46
5494,63115209,"Cherries, dried",1.25,0.73,80.45,333
3557,63117010,"Currant, raw",1.3998,0.2,13.8,56
3558,63119010,"Fig, raw",0.75,0.3,19.18,74
3559,63119120,"Fig, cooked or canned, unsweetened",0.4,0.1,13.99,53
3560,63119130,"Fig, cooked or canned, in heavy syrup",0.38,0.1,22.8998,88
3561,63119140,"Fig, cooked or canned, in light syrup",0.39,0.1,17.9499,69
3562,63123010,"Grape, raw",0.72,0.16,18.1,69
3563,63123120,"Grape, cooked or canned, unsweetened",0.5,0.11,10.3,40
3564,63123130,"Grape, cooked or canned, in heavy syrup",0.48,0.1,19.6498,76
3565,63125010,"Guava, raw",2.5499,0.95,14.32,68
3566,63125100,"Guava shell, canned in heavy syrup",1.81,0.68,25.8298,109
3567,63126010,"Juneberries, raw",0.74,0.33,14.49,57
3568,63126500,"Kiwi fruit, raw",1.1398,0.52,14.66,61
3569,63126510,"Lychee, raw",0.83,0.44,16.53,66
3570,63126600,"Lychee, cooked or canned, in sugar or syrup",0.56,0.3,24.07,95
3571,63127010,"Honeydew melon, raw",0.54,0.14,9.0899,36
3572,63127610,"Honeydew, frozen (balls)",0.54,0.14,9.0899,36
3573,63129010,"Mango, raw",0.82,0.38,14.98,60
3574,63129020,"Mango, pickled",0.56,0.26,32.8999,132
3575,63129030,"Mango, cooked",0.82,0.38,14.98,60
3576,63131010,"Nectarine, raw",1.06,0.32,10.55,44
3577,63131110,"Nectarine, cooked",0.75,0.23,23.1498,92
3578,63133010,"Papaya, raw",0.47,0.26,10.82,43
3579,63133050,"Papaya, green, cooked",0.33,0.18,7.57,30
3580,63133100,"Papaya, cooked or canned, in sugar or syrup",0.32,0.17,20.25,79
3581,63134010,"Passion fruit, raw",2.2,0.7,23.3798,97
3582,63135010,"Peach, raw",0.91,0.25,9.5398,39
3583,63135120,"Peach, cooked or canned, unsweetened",0.44,0.06,6.11,24
3584,63135130,"Peach, cooked or canned, in heavy syrup",0.45,0.1,19.94,74
3585,63135140,"Peach, cooked or canned, in light or medium syrup",0.45,0.03,14.55,54
3586,63135150,"Peach, cooked or canned, drained solids",0.52,0.18,18.43,72
3587,63135170,"Peach, cooked or canned, juice pack",0.63,0.03,11.57,44
3588,63135620,"Peach, frozen, unsweetened",0.91,0.25,9.5398,39
3589,63135630,"Peach, frozen, with sugar",0.63,0.13,23.98,94
3590,63135650,"Peach, pickled",0.62,0.17,29.1999,118
3591,63135660,"Peach, spiced",0.41,0.1,20.0798,75
3592,63137010,"Pear, raw",0.36,0.14,15.23,57
3593,63137050,"Pear, Japanese, raw",0.5,0.23,10.65,42
3594,63137120,"Pear, cooked or canned, unsweetened",0.19,0.03,7.8098,29
3595,63137130,"Pear, cooked or canned, in heavy syrup",0.2,0.13,19.17,74
3596,63137140,"Pear, cooked or canned, in light syrup",0.19,0.03,15.17,57
3597,63137150,"Pear, cooked or canned, drained solids",0.24,0.18,19.0798,74
3598,63137170,"Pear, cooked or canned, juice pack",0.34,0.07,12.94,50
3599,63139010,"Persimmon, raw",0.58,0.19,18.59,70
3600,63141010,"Pineapple, raw",0.54,0.12,13.1198,50
3601,63141120,"Pineapple, cooked or canned, unsweetened",0.43,0.09,8.3,32
3602,63141130,"Pineapple, cooked or canned, in heavy syrup",0.35,0.11,20.1999,78
3603,63141140,"Pineapple, cooked or canned, in light syrup",0.36,0.12,13.4499,52
3604,63141150,"Pineapple, cooked or canned, drained solids",0.51,0.11,15.56,60
3605,63141170,"Pineapple, cooked or canned, juice pack",0.42,0.08,15.6999,60
3606,63143010,"Plum, raw",0.7,0.28,11.42,46
3607,63143120,"Plum, cooked or canned, unsweetened",0.39,0.01,11.0299,41
3608,63143130,"Plum, cooked or canned, in heavy syrup",0.36,0.1,23.2398,89
3609,63143140,"Plum, cooked or canned, in light syrup",0.37,0.1,16.28,63
3610,63143150,"Plum, cooked or canned, drained solids",0.44,0.14,23.12,89
3611,63143170,"Plum, cooked or canned, juice pack",0.51,0.02,15.15,58
3612,63143650,"Plum, pickled",0.48,0.19,30.8,123
3613,63145010,"Pomegranate, raw",1.6698,1.1698,18.6999,83
3614,63147010,"Rhubarb, raw",0.9,0.2,4.54,21
3615,63147120,"Rhubarb, cooked or canned, unsweetened",0.9,0.2,4.54,21
3616,63147130,"Rhubarb, cooked or canned, in heavy syrup",0.39,0.05,31.1999,116
3617,63147140,"Rhubarb, cooked or canned, in light syrup",0.44,0.09,23.46,92
3618,63147150,"Rhubarb, cooked or canned, drained solids",0.39,0.05,31.1999,116
3619,63147620,"Rhubarb, frozen, with sugar",0.39,0.05,31.1999,116
3620,63148750,"Tamarind, raw",2.7999,0.6,62.5,239
3621,63149010,"Watermelon, raw",0.61,0.15,7.5499,30
3622,63201010,"Blackberries, raw",1.3898,0.49,9.6098,43
3623,63201130,"Blackberries, cooked or canned, in heavy syrup",1.31,0.14,23.1,92
3624,63201600,"Blackberries, frozen",1.1798,0.43,15.67,64
3625,63203010,"Blueberries, raw",0.74,0.33,14.49,57
3626,63203120,"Blueberries, cooked or canned, unsweetened",0.5,0.22,9.71,38
3627,63203125,"Blueberries, cooked or canned, in light syrup",1.04,0.4,22.66,88
3628,63203130,"Blueberries, cooked or canned, in heavy syrup",0.65,0.33,22.0598,88
3629,63203550,"Blueberries, frozen, sweetened",0.4,0.13,21.9499,85
3630,63203600,"Blueberries, frozen, unsweetened",0.42,0.64,12.17,51
3631,63203700,Blueberry pie filling,0.41,0.2,44.38,181
3632,63205010,"Boysenberries, raw",1.3898,0.49,9.6098,43
3633,63205600,"Boysenberries, frozen",1.1,0.26,12.1899,50
3634,63207010,"Cranberries, raw",0.39,0.13,12.1999,46
3635,63207110,"Cranberries, cooked or canned",0.2,0.15,38.8999,151
3636,63208000,"Dewberries, raw",1.3898,0.49,9.6098,43
3637,63214000,"Huckleberry, raw",0.74,0.33,14.49,57
